#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments;
16137;25/02/2026 22:00:00;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM7;;
16138;25/02/2026 22:00:00;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM7;;
16139;25/02/2026 22:00:00;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM7;;
16140;25/02/2026 22:00:00;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM7;;
16141;25/02/2026 22:00:00;IRP_MJ_WRITE;DOWN;;55 aa 5a f3 00 ;"U™ZÛ.";5;5;COM7;;
16142;25/02/2026 22:00:00;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f3 00 ;"U™ZÛ.";5;;COM7;;
16143;25/02/2026 22:00:00;IRP_MJ_WRITE;DOWN;;1b 39 66 62 de aa 34 22 33 41 66 67 db 55 d7 22 78 41 c9 a4 39 17 e1 d6 8d 94 92 dc 0b 5e 8a f7 c7 ff b3 96 60 7f c0 9c e6 b5 d8 b7 2a 14 e1 d6 8d 94 92 dc 0b 5e 8a f7 c7 ff b3 96 66 67 d3 9f e7 b3 df af 36 11 e4 cf 8b 8c 8e da 12 4c 8f f2 df 84 c8 df 1f 14 e7 e2 8d 93 a4 d5 16 17 fa f8 f3 91 bd a2 0e 71 f4 f2 e8 81 b6 b9 1e 7a ef e2 e3 9a a6 b2 05 6a e4 f9 f2 90 bd a0 0f 76 98 9e e1 2d 1d f2 d5 a0 3e 23 33 41 66 62 de aa 34 22 33 41 66 62 de aa 34 22 33 41 66 62 de aa 34 22 33 41 66 62 de aa 34 22 33 41 66 62 de aa 34 22 33 41 66 62 cc bb 25 04 16 64 45 40 fc 87 18 0e 19 68 4f 47 fa 8e 11 06 17 71 23 59 58 00 85 88 88 8e d3 de 1b 1c 89 e4 87 fd a3 d6 62 6f 80 9e f6 f5 da a7 6a 16 f1 96 8f 84 d2 de 1b 1e 88 e7 80 fd a0 ;".9fbﬁ™4""3Afg€U◊""xA…§9.·÷çîí‹.^ä˜«ˇ≥ñ`¿úÊµÿ∑*.·÷çîí‹.^ä˜«ˇ≥ñfg”üÁ≥ﬂØ6.‰œãåé⁄.LèÚﬂÑ»ﬂ..Á‚çì§’..˙¯ÛëΩ¢.qÙÚËÅ∂π.zÔ‚„ö¶≤.j‰˘ÚêΩ†.vòû·-.Ú’†>#3Afbﬁ™4""3Afbﬁ™4""3Afbﬁ™4""3Afbﬁ™4""3Afbﬁ™4""3AfbÃª%..dE@¸á...hOG˙é...q#YX.Öààé”ﬁ..â‰á˝£÷boÄûˆı⁄ßj.ÒñèÑ“ﬁ..àÁÄ˝†";243;243;COM7;;
16144;25/02/2026 22:00:00;IRP_MJ_WRITE;UP;STATUS_SUCCESS;1b 39 66 62 de aa 34 22 33 41 66 67 db 55 d7 22 78 41 c9 a4 39 17 e1 d6 8d 94 92 dc 0b 5e 8a f7 c7 ff b3 96 60 7f c0 9c e6 b5 d8 b7 2a 14 e1 d6 8d 94 92 dc 0b 5e 8a f7 c7 ff b3 96 66 67 d3 9f e7 b3 df af 36 11 e4 cf 8b 8c 8e da 12 4c 8f f2 df 84 c8 df 1f 14 e7 e2 8d 93 a4 d5 16 17 fa f8 f3 91 bd a2 0e 71 f4 f2 e8 81 b6 b9 1e 7a ef e2 e3 9a a6 b2 05 6a e4 f9 f2 90 bd a0 0f 76 98 9e e1 2d 1d f2 d5 a0 3e 23 33 41 66 62 de aa 34 22 33 41 66 62 de aa 34 22 33 41 66 62 de aa 34 22 33 41 66 62 de aa 34 22 33 41 66 62 de aa 34 22 33 41 66 62 cc bb 25 04 16 64 45 40 fc 87 18 0e 19 68 4f 47 fa 8e 11 06 17 71 23 59 58 00 85 88 88 8e d3 de 1b 1c 89 e4 87 fd a3 d6 62 6f 80 9e f6 f5 da a7 6a 16 f1 96 8f 84 d2 de 1b 1e 88 e7 80 fd a0 ;".9fbﬁ™4""3Afg€U◊""xA…§9.·÷çîí‹.^ä˜«ˇ≥ñ`¿úÊµÿ∑*.·÷çîí‹.^ä˜«ˇ≥ñfg”üÁ≥ﬂØ6.‰œãåé⁄.LèÚﬂÑ»ﬂ..Á‚çì§’..˙¯ÛëΩ¢.qÙÚËÅ∂π.zÔ‚„ö¶≤.j‰˘ÚêΩ†.vòû·-.Ú’†>#3Afbﬁ™4""3Afbﬁ™4""3Afbﬁ™4""3Afbﬁ™4""3Afbﬁ™4""3AfbÃª%..dE@¸á...hOG˙é...q#YX.Öààé”ﬁ..â‰á˝£÷boÄûˆı⁄ßj.ÒñèÑ“ﬁ..àÁÄ˝†";243;;COM7;;
16145;25/02/2026 22:00:00;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM7;;
16146;25/02/2026 22:00:00;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM7;;
16147;25/02/2026 22:00:00;IRP_MJ_WRITE;DOWN;;55 aa 5a ef 00 ;"U™ZÔ.";5;5;COM7;;
16148;25/02/2026 22:00:00;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a ef 00 ;"U™ZÔ.";5;;COM7;;
16149;25/02/2026 22:00:00;IRP_MJ_WRITE;DOWN;;24 35 16 f6 ba 79 16 f3 bf 86 f5 f6 f1 79 b9 30 5d c4 c3 02 04 ac e2 48 6f 8d a8 23 4e c7 c3 02 04 ac e2 48 6f 8d a8 23 4e c7 c3 02 04 ac e2 48 6f 8d a8 23 4e c7 c3 02 02 b4 f1 4b 6e 8b af 3b 52 c2 c6 1b 02 b4 fe 4e 76 9f ad 26 56 bc b8 4b 7b c7 c5 36 04 ab d4 41 72 c4 d8 2c 7a a9 cd 36 6a a2 d6 26 61 b9 c6 2d 7a a9 cd 36 6a a2 d6 26 61 b9 c6 2d 7b a8 cd 34 6b a5 ba 4a 68 15 6d 66 b1 73 1c f7 ba 79 16 f6 ba 79 16 f6 ba 79 16 f6 ba 79 16 f6 ba 79 16 f6 ba 79 16 f6 ba 79 16 f6 ba 79 16 f6 ba 79 16 f6 ba 79 16 f6 ba 79 16 f6 a8 68 07 d0 9f 5c 35 d4 98 54 3a da 90 50 3f d3 9e 5d 33 d2 9e 49 53 cd 3c d3 a7 5c 01 b6 a3 4a 7f cf ab 30 0e c5 d3 42 06 bc a2 4a 7f cd aa 33 0e c5 d3 42 06 bc a2 4a 7f cd aa 33 09 c5 d0 ;"$5.ˆ∫y.ÛøÜıˆÒyπ0]ƒ√..¨‚Hoç®#N«√..¨‚Hoç®#N«√..¨‚Hoç®#N«√..¥ÒKnãØ;R¬∆..¥˛Nvü≠&Vº∏K{«≈6.´‘Arƒÿ,z©Õ6j¢÷&aπ∆-z©Õ6j¢÷&aπ∆-{®Õ4k•∫Jh.mf±s.˜∫y.ˆ∫y.ˆ∫y.ˆ∫y.ˆ∫y.ˆ∫y.ˆ∫y.ˆ∫y.ˆ∫y.ˆ∫y.ˆ∫y.ˆ®h.–ü\5‘òT:⁄êP?”û]3“ûISÕ<”ß\.∂£Jœ´0.≈”B.º¢JÕ™3.≈”B.º¢JÕ™3.≈–";239;239;COM7;;
